Domain,Indicator,CD,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,Definition,Source
Housing,Notices of Foreclosure Rate,Queens CD 10,*,*,*,*,*,*,33.0,26.8,22.3,26.4,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Queens CD 11,*,*,*,*,*,*,5.1,7.1,5.2,4.5,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Queens CD 12,*,*,*,*,*,*,62.7,67.0,55.7,53.5,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Queens CD 13,*,*,*,*,*,*,26.0,38.1,30.4,32.6,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Queens CD 14,*,*,*,*,*,*,30.9,39.6,36.9,43.4,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Staten Island CD 1,*,*,*,*,*,*,40.7,69.4,57.5,60.1,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Staten Island CD 2,*,*,*,*,*,*,9.5,10.0,16.2,17.7,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Notices of Foreclosure Rate,Staten Island CD 3,*,*,*,*,*,*,3.9,6.2,7.5,11.9,*,This indicator measures the total number of residential properties (single- and multi-family buildings and condominium apartment units) that had mortgage foreclosure actions (Lis Pendens) initiated against them.,"Public Data Corporation, NYC Department of Finance Final Tax Roll File, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 1,*,*,102.9,*,*,86.1,*,*,77.599999999999994,85.3,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 2,*,*,163.69999999999999,*,*,119.8,*,*,79.2,81.8,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 3,*,*,154.69999999999999,*,*,140.30000000000001,*,*,87.1,98.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 4,*,*,153.69999999999999,*,*,148.6,*,*,103.2,118.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 5,*,*,195.2,*,*,132.69999999999999,*,*,76,79.400000000000006,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 6,*,*,158.6,*,*,136.6,*,*,109,122.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 7,*,*,144.80000000000001,*,*,149,*,*,96.8,107.1,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Total Number of Families on the Public Housing Waiting List,Brooklyn CD 8,*,*,*,*,*,*,*,*,*,*,3695,Total number of families on the public housing wait list.,"NYCHA’s Public Housing Wait List Data as of November 9, 2015"
Housing,Serious Housing Code Violations,Bronx CD 8,*,*,52.3,*,*,83.6,*,*,43.6,48.5,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 9,*,*,87.2,*,*,91.1,*,*,74.2,82.7,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 10,*,*,18.5,*,*,27.5,*,*,24,26.2,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 11,*,*,58.3,*,*,65.099999999999994,*,*,48.4,58.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
Housing,Serious Housing Code Violations,Bronx CD 12,*,*,79.7,*,*,95.0,*,*,91.2,108.4,*,The New York City Department of Housing Preservation and Development investigates housing code complaints from tenants and issues code violations if housing inspections reveal problems. Serious Housing Code Violations are class C (immediately hazardous). The New York City Housing Authority has a parallel process for recording and inspecting housing violations within public housing. NYCHA violations are not included in this indicator.,"NYC Department of Housing Preservation and Development, NYC Department of Finance Final Tax Roll File, NYC Housing Authority, NYU Furman Center"
