"UID","Property Name","Lon","Lat","Agency IDs and BBLs","Names","DOF Assessed Value","Delinquencies, Liens and Arrears","Addresses","Serious Violations Issued in 2010","REAC Number","Borough","CD","City Council District","Census Tract","Building Count","Unit Count","Year Built","Owner","Rental/Coop (Tenure)","Agencies","Portfolios","Owner Profit Status","Affordability Restrictions","Start Affordability Restrictions","Status Mitchell-Lama","Start Mitchell-Lama","Status LIHTC","Placed in Service (LIHTC)","Status HUD Project-Based Rental Assistance","Earliest HUD Project-Based Rental Assistance Contract Start","Status HUD Financing & Insurance","Start HUD Financing & Insurance"
,"800019","243 W 115TH ST","-73.9541776523332","40.803279327943","BBL 1-01831-0008;BBL 1-01831-0009;BBL 1-01831-0013;BBL 1-01831-0014;BBL 1-01831-0018;BBL 1-01831-0121;SHARS 19901541",,"1172362",,"213 WEST 115 STREET;221 WEST 115 STREET;229 WEST 115 STREET;233 WEST 115 STREET;241 WEST 115 STREET;243 WEST 115 STREET","7",,"Manhattan","MN10: Central Harlem","09","Manhattan 218","7","71","1900","EASTWEST 115 REALTY L","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1991","Never",,"Current","1991","Never",,"Never",
,"800020","536 W 153RD ST","-73.945522431574","40.8307007492448","BBL 1-02084-0049;BBL 1-02084-0053;SHARS 19940204;SHARS 20050726",,"506707",,"528 WEST 153 STREET;536 WEST 153 STREET","0",,"Manhattan","MN09: Morningside Heights/Hamilton","07","Manhattan 237","2","35","1900","CECILIA ASSOCIATES LI","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%;Other HCR Subsidy",,"Affordable","1995","Never",,"Current","1995","Never",,"Never",
,"800021","10 FORT WASHINGTON AVE HOUSING","-73.9443688591303","40.8360468877909","BBL 1-02137-0070;SHARS 19901553","10 FORT WASHINGTON AVE HOUSING;10-12 Ft. Washington Avenue","1295370",,"10 FT WASHINGTON AVENUE","1",,"Manhattan","MN12: Washington Heights/Inwood","10","Manhattan 245","1","82","1920","BROADWAY RIO HOUSING","Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Affordable","1991","Never",,"Current:Post Year 15","1991","Never",,"Never",
,"800023","1046-1050 HOE AVENUE","-73.8902634345709","40.8246642130567","BBL 2-02749-0020;BBL 2-02749-0022;SHARS 19980362","1046 Hoe Avenue;1046-1050 HOE AVENUE;1050 Hoe Avenue","466740",,"1046 HOE AVENUE;1050 HOE AVENUE","2",,"Bronx","BX02: Hunts Point/Longwood","17","Bronx 119","2","42","1909","L & M HOE ASSOCIATES","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 4%;Other HDC Mortgage",,"Affordable","1999","Never",,"Current","1999","Never",,"Never",
,"800024","105 W 128 ST. L.P.","-73.9446216853029","40.8101671229516","BBL 1-01913-0026;BBL 1-01913-0030;BBL 1-01913-0039;SHARS 19930808","105 W 128 ST. L.P.;109 W 128 ST;112 W 129 ST;363 LENOX AVE;365 LENOX AVE;367 LENOX AVE","629316",,"109 WEST 128 STREET;112 WEST 129 STREET;363 LENOX AVENUE","1",,"Manhattan","MN10: Central Harlem","09","Manhattan 224","3","40","1910","105 WEST 128TH ST LP","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1994","Never",,"Current","1994","Never",,"Never",
,"800025","106 VAN BUREN STREET","-73.9414472982386","40.6900336753809","BBL 3-01796-0017;SHARS 19920673","106 VAN BUREN STREET","7692",,"106 VAN BUREN STREET","0",,"Brooklyn","BK03: Bedford Stuyvesant","36","Brooklyn 279","1","2","1899","QUINLAN, CATHY","Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Not Affordable","1991","Never",,"Former","1991","Never",,"Never",
,"800026","1064 DEVELOPMENT","-73.9185190112651","40.6562041448329","BBL 3-04691-0001;SHARS 19920088","1064 DEVELOPMENT;1064 WILLMOHR ST","182971",,"1064 WILLMOHR STREET","0",,"Brooklyn","BK17: East Flatbush","42","Brooklyn 888","1","12","1928","1064 ASSOCIATES LP","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1993","Never",,"Current","1993","Never",,"Never",
,"800027","1065 SUMMIT AVENUE","-73.9294305365439","40.8349051512356","BBL 2-02526-0078;SHARS 19940220","1065 SUMMIT AVENUE","232360",,"1061 SUMMIT AVENUE","3",,"Bronx","BX04: Highbridge/Concourse","17","Bronx 193","1","25","1927","1065 SUMMIT LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1996","Never",,"Current","1996","Never",,"Never",
,"800028","111-113 DEVELOPMENT ASSOC., L.P.","-73.955298171811","40.8021077721892","BBL 1-01820-0041;BBL 1-01829-0015;SHARS 19940839","111-113 DEVELOPMENT ASSOC., L.P.","820710",,"108 WEST 111 STREET;245 WEST 113 STREET","4",,"Manhattan","MN10: Central Harlem","09","Manhattan 216","2","48","1915","111/113 FIFTH LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1996","Never",,"Current","1996","Never",,"Never",
,"800029","120 GERRY STREET HDFC","-73.9457645140517","40.7021703869849","BBL 3-02270-0001;SHARS 19980426","120 GERRY STREET HDFC","1286100",,"102 GERRY STREET","3",,"Brooklyn","BK01: Greenpoint/Williamsburg","33","Brooklyn 507","1","46","2000","120 GERRY STREET HOUS","Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Affordable","2001","Never",,"Current","2001","Never",,"Never",
,"800030","1212 MLK APARTMENTS","-73.9271431801024","40.8380656302332","BBL 2-02528-0011;SHARS 20040539","1212 Martin Luther King Blvd.;1212 MLK APARTMENTS","1405737",,"1200 UNIVERSITY AVENUE","0",,"Bronx","BX04: Highbridge/Concourse","16","Bronx 199","1","54","2005","BEULAH HOUSING DEVEL","Rental","Division of Housing & Community Renewal;Housing Development Corporation","LIHTC 9%;Other HDC Mortgage",,"Affordable","2006","Never",,"Current","2006","Never",,"Never",
,"800031","126TH STREET","-73.9554242551118","40.8133968477911","BBL 1-01966-0102;SHARS 19950707","126TH STREET;460-462 West 126th Street","433080",,"460 WEST 126 STREET","0",,"Manhattan","MN09: Morningside Heights/Hamilton","07","Manhattan 209.01","1","20","1901","460 WEST 126TH ST. AS","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1996","Never",,"Current","1996","Never",,"Never",
,"800032","1374 BOSTON ROAD","-73.8980743139662","40.8323071663202","BBL 2-02962-0009;SHARS 19950673","1374 BOSTON ROAD","237690","Delinquent for over $500 of taxes for at least one year, as of 10/2012;Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","1374 BOSTON ROAD","0",,"Bronx","BX03: Morrisania/Crotona","16","Bronx 151","1","14","1905","1374 BOSTON ROAD LIMI","Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"800033","1437 SHAKESPEARE","-73.9209034344381","40.842872986506","BBL 2-02873-0054;SHARS 19930801","1437 SHAKESPEARE","814500",,"1437 SHAKESPEARE AVENUE","0",,"Bronx","BX04: Highbridge/Concourse","16","Bronx 213.02","1","28","1926","NOSOTROS-SHAKESPEARHO","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"800034","149TH AND AMSTERDAM","-73.9457664977835","40.8282964994005","BBL 1-02080-0036;BBL 1-02081-0030;BBL 1-02081-0031;BBL 1-02081-0032;BBL 1-02081-0034;BBL 1-02081-0035;SHARS 19910471","149TH AND AMSTERDAM","1451460",,"1802 AMSTERDAM AVENUE;1804 AMSTERDAM AVENUE;1806 AMSTERDAM AVENUE;1810 AMSTERDAM AVENUE;1812 AMSTERDAM AVENUE;502 WEST 149 STREET","6",,"Manhattan","MN09: Morningside Heights/Hamilton","07","Manhattan 233","6","63","1890","1802 ASSOCIATES LP","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1991","Never",,"Current","1991","Never",,"Never",
,"800035","1544 PARK PLACE","-73.926153158065","40.6718435318121","BBL 3-01374-0033;SHARS 19940936","1544 PARK PLACE","329040",,"1544 PARK PLACE","2",,"Brooklyn","BK08: Crown Heights/Prospect Heights","41","Brooklyn 347","1","34","1928","1544 PARK ASSOCIATESL","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1996","Never",,"Current","1996","Never",,"Never",
,"800036","160 SOUTH 2ND STREET","-73.9614252931532","40.7127632342216","BBL 3-02418-0018;SHARS 20040544","160 SOUTH 2ND STREET","2535104",,"160 SOUTH 2 STREET","0",,"Brooklyn","BK01: Greenpoint/Williamsburg","34","Brooklyn 551","1","25","1960","SOUTHSIDE UNITED HOUS","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","2007","Never",,"Current","2007","Never",,"Never",
,"800037","1610 ST. JOHN'S PLACE","-73.9244177634911","40.6699210645858","BBL 3-01387-0018;SHARS 19920309","1610 ST. JOHN'S PLACE","934560",,"1610 ST JOHNS PLACE","0",,"Brooklyn","BK08: Crown Heights/Prospect Heights","41","Brooklyn 359","1","33","1924","NEW HULL STREET HOUSI","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1994","Never",,"Current","1994","Never",,"Never",
,"800038","1615 ST. JOHNS PLACE","-73.9238079223199","40.6704696167151","BBL 3-01381-0062;SHARS 20010754","1607 St. Johns Place;1615 ST. JOHNS PLACE","1696923",,"1607 ST JOHNS PLACE","0",,"Brooklyn","BK08: Crown Heights/Prospect Heights","41","Brooklyn 359","1","35","2002","BROOKSET HOUSING DEVE","Rental","Division of Housing & Community Renewal;Housing Development Corporation","LIHTC 9%;Other HDC Mortgage",,"Affordable","2004","Never",,"Current","2004","Never",,"Never",
,"800039","163RD STREET PLAZA",,,"SHARS 19990034","163RD STREET PLAZA",,,,"0",,"Bronx",,,,"1","53",,,"Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Affordable","2002","Never",,"Current","2002","Never",,"Never",
,"800040","166 BROOKLYN AVE, LP","-73.9448282338864","40.6742995937714","BBL 3-01228-0047;SHARS 19940613","166 BROOKLYN AVE, LP","214740","Delinquent for over $500 of taxes for at least one year, as of 10/2012","166 BROOKLYN AVENUE","7",,"Brooklyn","BK08: Crown Heights/Prospect Heights","36","Brooklyn 341","1","24","1900","BROOKLYN 166 REALTY L","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1996","Never",,"Current","1996","Never",,"Never",
,"800041","1684 NELSON AVE.","-73.9172109672308","40.8476873475616","BBL 2-02876-0165;SHARS 19910854","1684 NELSON AVE;1684 NELSON AVE.","492390",,"1684 NELSON AVENUE","0",,"Bronx","BX05: Fordham/University Heights","16","Bronx 215.02","1","31","1924","BAAC REALTY INC","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1992","Never",,"Current","1992","Never",,"Never",
,"800042","1700-1730 HARRISON AVENUE","-73.914393498481","40.8490933225574","BBL 2-02867-0060;BBL 2-02867-0070;SHARS 19931100","1700 HARRISON AVE;1700-1730 HARRISON AVENUE;1730 HARRISON AVE","1973700",,"1700 HARRISON AVENUE;1726 HARRISON AVENUE","2",,"Bronx","BX05: Fordham/University Heights","16","Bronx 215.02","2","156","1927","HARRISON AFFORDABLEUN","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1993","Never",,"Current","1993","Never",,"Never",
,"800043","175 EAST 96 STREET PROJECT","-73.9496578836903","40.785637099712","BBL 1-01624-0033;SHARS 19910472","175 EAST 96 STREET PROJECT;175 East 96th Street","32679000",,"1710 3 AVENUE","0",,"Manhattan","MN11: East Harlem","08","Manhattan 158.02","1","522","1990","RELATED 96TH ST ASSOC","Rental","Division of Housing & Community Renewal;Housing Development Corporation","LIHTC 9%;Other HDC Mortgage",,"Affordable","1992","Never",,"Current","1992","Never",,"Never",
,"800044","1764-68 WEEKS AVENUE","-73.9071869036566","40.8459450664247","BBL 2-02797-0017;BBL 2-02797-0019;SHARS 19931092","1764-68 WEEKS AVENUE","364680",,"1764 WEEKS AVENUE;1768 WEEKS AVENUE","4",,"Bronx","BX05: Fordham/University Heights","14","Bronx 229.01","2","42","1916","WEEKS AVENUE REALTYCO","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1994","Never",,"Current","1994","Never",,"Never",
,"800045","1791 LEX ASSOCIATES, L.P.","-73.9428644298779","40.7952240051734","BBL 1-01639-0031;BBL 1-01639-0052;BBL 1-01639-0124;BBL 1-01639-0133;SHARS 19940630","175 E 111th St;177 E 111th Street;179 E 111th St;1791 LEX ASSOCIATES, L.P.;1791 Lexington Avenue;1795 Lexington Avenue;181 E 111th Street","637891",,"175 EAST 111 STREET;1791 LEXINGTON AVENUE;1795 LEXINGTON AVENUE;181 EAST 111 STREET","0",,"Manhattan","MN11: East Harlem","08","Manhattan 172.02","4","32","1910","1791 LEX ASSOCS., L.P","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1995","Never",,"Current","1995","Never",,"Never",
,"800046","1865 SECOND AVENUE ASSOCIATES","-73.9472935022918","40.7845271723943","BBL 1-01646-7501;SHARS 19900355","1865 SECOND AVENUE ASSOCIATES",,,"1865 2 AVENUE","0",,"Manhattan","MN11: East Harlem","08","Manhattan 156.02","1","17","1987","1865 SECOND AVE CONDO","Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Not Affordable","1988","Never",,"Former","1988","Never",,"Never",
,"800047","1921-1925 FULTON STREET HOUSING DEV","-73.9194897902423","40.6790331049736","BBL 3-01530-0001;SHARS 19910510","1921-1925 FULTON STREET HOUSING DEV","596880",,"1921 FULTON STREET","9",,"Brooklyn","BK03: Bedford Stuyvesant","41","Brooklyn 379","1","36","1910","FULTON ST HOU LTD PTR","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1991","Never",,"Current","1991","Never",,"Never",
,"800048","196 ROCKAWAY PARKWAY","-73.9213848644389","40.661802736898","BBL 3-04632-0018;SHARS 19900373","196 ROCKAWAY PARKWAY","954900",,"196 ROCKAWAY PARKWAY","8",,"Brooklyn","BK17: East Flatbush","41","Brooklyn 892","1","71","1929","ROCKAWAY154 LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1989","Never",,"Former","1989","Never",,"Never",
,"800049","1965 VYSE AVENUE","-73.8827904409509","40.8415779905098","BBL 2-03126-0001;SHARS 19901247","1965 VYSE AVENUE","302490",,"1961 VYSE AVENUE","0",,"Bronx","BX06: Belmont/East Tremont","15","Bronx 363","1","18","1931","VYSE AVE. LIMITED PAR","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1989","Never",,"Former","1989","Never",,"Never",
,"800050","2021 APARTMENTS","-73.9540947329343","40.8082884076632","BBL 1-01947-0018;BBL 1-01947-0019;BBL 1-01947-0020;BBL 1-01947-0043;BBL 1-01947-0044;BBL 1-01947-0046;BBL 1-01947-0047;BBL 1-01948-0018;BBL 1-01948-0019;BBL 1-01948-0020;BBL 1-01948-0025;BBL 1-01948-0029;SHARS 19920587","2021 APARTMENTS;301 W 121 ST;309 W 121 ST;312 W 121 ST;317 W 120 ST;317 W 121 ST;318 W 121 ST;492 MANHATTAN AVE;496 MANHATTAN AVE;498 MANHATTAN AVE;500 MANHATTAN AVE;510 MANHATTAN AVE;512 MANHATTAN AVE","1959861","Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","301 WEST 121 STREET;309 WEST 121 STREET;312 WEST 121 STREET;317 WEST 120 STREET;492 MANHATTAN AVENUE;496 MANHATTAN AVENUE;498 MANHATTAN AVENUE;500 MANHATTAN AVENUE;506 MANHATTAN AVENUE;508 MANHATTAN AVENUE;510 MANHATTAN AVENUE;512 MANHATTAN AVENUE","2",,"Manhattan","MN10: Central Harlem","09","Manhattan 207.02","12","115","1901","510 MANHATTAN AFFORDA","Rental","Department of Finance;Division of Housing & Community Renewal;Housing Development Corporation","J-51 Tax Exemption;LIHTC 9%;Other HDC Mortgage",,"Affordable","1995","Never",,"Current","1995","Never",,"Never",
,"800051","2051 GRAND CONCOURSE","-73.9039023099142","40.8528562775854","BBL 2-03160-0035;SHARS 19900459","2051 GRAND CONCOURSE","1125000","Delinquent for over $500 of taxes for at least one year, as of 10/2012","2051 GD CONCOURSE","3",,"Bronx","BX05: Fordham/University Heights","14","Bronx 235.01","1","62","1922","2051-2055 GRAND CONCO","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Not Affordable","1988","Never",,"Former","1988","Never",,"Never",
,"800053","21ST CENTURY DEV. PARTNERS L.P.","-73.9314404923424","40.6904371188388","BBL 3-01616-0056;BBL 3-01616-0095;BBL 3-01621-0014;BBL 3-01621-0031;BBL 3-01621-0035;SHARS 19940680","21ST CENTURY DEV. PARTNERS L.P.","683048",,"861 GREENE AVENUE;880 GREENE AVENUE;908 GREENE AVENUE;914 GREENE AVENUE;917 GREENE AVENUE","0",,"Brooklyn","BK03: Bedford Stuyvesant","36","Brooklyn 291","5","37","1931","ALLIANT TAX CREDIT FU","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"800054","221 WEST 135TH STREET","-73.9448299079205","40.8160903203483","BBL 1-01941-0018;SHARS 19970622","221 WEST 135TH STREET;221 Wet 135th Street","154548",,"221 WEST 135 STREET","0",,"Manhattan","MN10: Central Harlem","09","Manhattan 228","1","14","1910","221 W 135TH STREET","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1997","Never",,"Current","1997","Never",,"Never",
,"800055","2301 FIRST AVENUE LIMITED PARTNERSHIP","-73.9349850240342","40.7977806573065","BBL 1-01795-0018;BBL 1-01795-0020;BBL 1-01795-0021;BBL 1-01795-0022;BBL 1-01795-0026;BBL 1-01795-0028;BBL 1-01795-0029;SHARS 19940612","2301 FIRST AVENUE LIMITED PARTNERSHIP","1878501",,"2301 FIRST AVENUE;2317 FIRST AVENUE;2319 FIRST AVENUE;335 EAST 118 STREET;339 EAST 118 STREET;343 EAST 118 STREET;345 EAST 118 STREET","1",,"Manhattan","MN11: East Harlem","08","Manhattan 188","7","84","1900","2301 FIRST AVE L.P.","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1994","Never",,"Current","1994","Never",,"Never",
,"800056","239 WEST 116TH STREET ASSOC., L.P.","-73.9545236580926","40.8043773530181","BBL 1-01922-0006;BBL 1-01922-0011;SHARS 19940145","239 WEST 116TH STREET ASSOC., L.P.","1519020","Delinquent for over $500 of taxes for at least one year, as of 10/2012;Listed in 2011's 90 day lien list with overdue property taxes.;Listed in 2011's 90 day lien list with overdue water charges.","239 WEST 116 STREET;251 WEST 116 STREET","0",,"Manhattan","MN10: Central Harlem","09","Manhattan 218","2","32","1910","239-253 WEST 116 LLC","Rental","Department of Finance;Division of Housing & Community Renewal","J-51 Tax Exemption;LIHTC 9%",,"Affordable","1993","Never",,"Current","1993","Never",,"Never",
,"800057","2492,2494,2502 FREDERICK DOUGLAS BLVD",,,"SHARS 19931066","2492,2494,2502 FREDERICK DOUGLAS BLVD",,,,"0",,"Manhattan",,,,"3","26",,,"Rental","Division of Housing & Community Renewal","LIHTC 9%",,"Affordable","1995","Never",,"Current","1995","Never",,"Never",
